Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.convertsEngineOptions,1,,,,,,,1,10
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.convertsExcludeClassNamePatternOption,1,,,,,,,1,9
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.convertsExplicitIncludeClassNamePatternOption,1,,,,,,,1,9
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.convertsPackageOptions,1,,,,,,,1,12
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.convertsScanClasspathOptionWithAdditionalClasspathEntries,1,,,,,,,1,8
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.convertsScanClasspathOptionWithExplicitRootDirectories,1,,,,,,,1,8
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.convertsScanClasspathOptionWithoutExplicitRootDirectories,1,,,,,,,1,8
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.convertsTagOptions,1,,,,,,,1,10
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.doesNotSupportScanClasspathAndExplicitSelectors,1,,,,,,,1,6
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.includeSelectedClassesAndMethodsRegardlessOfClassNamePatterns,1,,,,,,,1,13
Private Static Generic Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.mapOf,1,,,,,,,1,3
TypeVariable,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.mapOf.K,0,0,1,0,0,0,0,,0
TypeVariable,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.mapOf.V,0,0,1,0,0,0,0,,0
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.propagatesClassSelectors,1,,,,,,,1,7
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.propagatesClasspathResourceSelectors,1,,,,,,,1,8
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.propagatesDirectorySelectors,1,,,,,,,1,6
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.propagatesFileSelectors,1,,,,,,,1,6
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.propagatesIterationSelectors,1,,,,,,,1,12
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.propagatesMethodSelectors,1,,,,,,,1,13
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.propagatesPackageSelectors,1,,,,,,,1,7
Method,org.junit.platform.console.tasks.DiscoveryRequestCreatorTests.propagatesUriSelectors,1,,,,,,,1,6
Class,org.junit.platform.console.tasks.FlatPrintingListener,14,1,1,76,0,7,13,,58
Constructor,org.junit.platform.console.tasks.FlatPrintingListener.FlatPrintingListener,1,,,,,,,1,4
Public Method,org.junit.platform.console.tasks.FlatPrintingListener.dynamicTestRegistered,1,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.FlatPrintingListener.executionFinished,2,,,,,,,1,5
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListener.executionFinished.(lambda_expr_1),1,,,,,,,1,1
Public Method,org.junit.platform.console.tasks.FlatPrintingListener.executionSkipped,1,,,,,,,1,4
Public Method,org.junit.platform.console.tasks.FlatPrintingListener.executionStarted,1,,,,,,,1,3
Private Static Method,org.junit.platform.console.tasks.FlatPrintingListener.indented,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.FlatPrintingListener.println,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.FlatPrintingListener.printlnException,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.FlatPrintingListener.printlnMessage,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.FlatPrintingListener.printlnTestDescriptor,1,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.FlatPrintingListener.reportingEntryPublished,1,,,,,,,1,4
Public Method,org.junit.platform.console.tasks.FlatPrintingListener.testPlanExecutionFinished,1,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.FlatPrintingListener.testPlanExecutionStarted,1,,,,,,,1,4
Class,org.junit.platform.console.tasks.FlatPrintingListenerTests,14,1,1,0,0,10,6,,116
Class,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests,0,0,1,0,0,1,0,,71
Class,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests,8,1,1,0,0,6,2,,28
Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests.overridingSkipped,4,,,,,,,1,12
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests.overridingSkipped.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests.overridingSkipped.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests.overridingSkipped.(lambda_expr_3),1,,,,,,,1,1
Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests.overridingUnusedStyle,4,,,,,,,1,12
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests.overridingUnusedStyle.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests.overridingUnusedStyle.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.ColorPaletteOverrideTests.overridingUnusedStyle.(lambda_expr_3),1,,,,,,,1,1
Class,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests,12,1,1,0,0,7,3,,39
Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.executionFinishedWithFailure,4,,,,,,,1,11
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.executionFinishedWithFailure.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.executionFinishedWithFailure.(lambda_expr_2),1,,,,,,,1,2
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.executionFinishedWithFailure.(lambda_expr_3),1,,,,,,,1,1
Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.executionSkipped,4,,,,,,,1,11
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.executionSkipped.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.executionSkipped.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.executionSkipped.(lambda_expr_3),1,,,,,,,1,1
Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.reportingEntryPublished,4,,,,,,,1,12
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.reportingEntryPublished.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.reportingEntryPublished.(lambda_expr_2),1,,,,,,,1,2
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.ColorPaletteTests.DefaultColorPaletteTests.reportingEntryPublished.(lambda_expr_3),1,,,,,,,1,1
Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.executionFinishedWithFailure,3,,,,,,,1,8
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.executionFinishedWithFailure.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.executionFinishedWithFailure.(lambda_expr_2),1,,,,,,,1,1
Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.executionSkipped,4,,,,,,,1,10
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.executionSkipped.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.executionSkipped.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.executionSkipped.(lambda_expr_3),1,,,,,,,1,1
Private Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.lines,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.listener,1,,,,,,,1,3
Private Static Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.newTestIdentifier,1,,,,,,,1,4
Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.reportingEntryPublished,4,,,,,,,1,10
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.reportingEntryPublished.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.reportingEntryPublished.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.FlatPrintingListenerTests.reportingEntryPublished.(lambda_expr_3),1,,,,,,,1,1
Enum Type,org.junit.platform.console.tasks.Style,8,1,1,,0,3,4,,18
Static Method,org.junit.platform.console.tasks.Style.valueOf,4,,,,,,,1,12
Static Method,org.junit.platform.console.tasks.Style.valueOf,2,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.Style.valueOf,1,,,,,,,1,0
Public Method,org.junit.platform.console.tasks.Style.values,1,,,,,,,1,0
Class,org.junit.platform.console.tasks.TreeNode,12,1,1,84,0,4,11,,56
Constructor,org.junit.platform.console.tasks.TreeNode.TreeNode,1,,,,,,,1,5
Constructor,org.junit.platform.console.tasks.TreeNode.TreeNode,1,,,,,,,1,4
Constructor,org.junit.platform.console.tasks.TreeNode.TreeNode,1,,,,,,,1,5
Method,org.junit.platform.console.tasks.TreeNode.addChild,1,,,,,,,1,4
Method,org.junit.platform.console.tasks.TreeNode.addReportEntry,1,,,,,,,1,4
Public Method,org.junit.platform.console.tasks.TreeNode.caption,1,,,,,,,1,3
Static Method,org.junit.platform.console.tasks.TreeNode.createCaption,2,,,,,,,1,6
Method,org.junit.platform.console.tasks.TreeNode.identifier,1,,,,,,,1,3
Method,org.junit.platform.console.tasks.TreeNode.reason,1,,,,,,,1,3
Method,org.junit.platform.console.tasks.TreeNode.result,1,,,,,,,1,3
Method,org.junit.platform.console.tasks.TreeNode.setResult,1,,,,,,,1,5
Class,org.junit.platform.console.tasks.TreeNodeTests,12,1,1,0,0,4,5,,62
Private Method,org.junit.platform.console.tasks.TreeNodeTests.await,2,,,,,,,1,8
Method,org.junit.platform.console.tasks.TreeNodeTests.caption,1,,,,,,,1,11
Method,org.junit.platform.console.tasks.TreeNodeTests.childrenCanBeAddedConcurrently,3,,,,,,,1,9
Lambda Method,org.junit.platform.console.tasks.TreeNodeTests.childrenCanBeAddedConcurrently.(lambda_expr_1),2,,,,,,,1,5
Method,org.junit.platform.console.tasks.TreeNodeTests.reportEntriesCanBeAddedConcurrently,3,,,,,,,1,9
Lambda Method,org.junit.platform.console.tasks.TreeNodeTests.reportEntriesCanBeAddedConcurrently.(lambda_expr_1),2,,,,,,,1,5
Private Method,org.junit.platform.console.tasks.TreeNodeTests.runConcurrently,3,,,,,,,1,18
Lambda Method,org.junit.platform.console.tasks.TreeNodeTests.runConcurrently.(for_loop_3).(lambda_expr_1),1,,,,,,,1,4
Class,org.junit.platform.console.tasks.TreePrinter,34,1,1,54,0,9,11,,127
Constructor,org.junit.platform.console.tasks.TreePrinter.TreePrinter,1,,,,,,,1,5
Private Method,org.junit.platform.console.tasks.TreePrinter.color,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.TreePrinter.colorCaption,4,,,,,,,4,15
Method,org.junit.platform.console.tasks.TreePrinter.print,1,,,,,,,1,5
Private Method,org.junit.platform.console.tasks.TreePrinter.print,6,,,,,,,1,15
Private Method,org.junit.platform.console.tasks.TreePrinter.printMessage,4,,,,,,,1,15
Private Method,org.junit.platform.console.tasks.TreePrinter.printReportEntry,3,,,,,,,1,14
Private Method,org.junit.platform.console.tasks.TreePrinter.printReportEntry,1,,,,,,,1,7
Private Method,org.junit.platform.console.tasks.TreePrinter.printThrowable,3,,,,,,,1,11
Private Method,org.junit.platform.console.tasks.TreePrinter.printVisible,7,,,,,,,1,26
Lambda Method,org.junit.platform.console.tasks.TreePrinter.printVisible.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.TreePrinter.printVisible.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.console.tasks.TreePrinter.printVisible.(lambda_expr_3),1,,,,,,,1,1
Private Method,org.junit.platform.console.tasks.TreePrinter.tab,3,,,,,,,1,6
Class,org.junit.platform.console.tasks.TreePrinterTests,7,1,1,61,0,11,6,,76
Private Method,org.junit.platform.console.tasks.TreePrinterTests.actual,2,,,,,,,1,9
Method,org.junit.platform.console.tasks.TreePrinterTests.emptyEngines,1,,,,,,,1,16
Method,org.junit.platform.console.tasks.TreePrinterTests.emptyTree,1,,,,,,,1,4
Private Static Method,org.junit.platform.console.tasks.TreePrinterTests.identifier,1,,,,,,,1,4
Method,org.junit.platform.console.tasks.TreePrinterTests.printNodeHandlesNullMessageThrowableGracefully,1,,,,,,,1,6
Method,org.junit.platform.console.tasks.TreePrinterTests.reportsAreTabbedCorrectly,1,,,,,,,1,28
Class,org.junit.platform.console.tasks.TreePrintingListener,11,1,1,74,0,8,9,,40
Constructor,org.junit.platform.console.tasks.TreePrintingListener.TreePrintingListener,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.TreePrintingListener.addNode,1,,,,,,,1,5
Public Method,org.junit.platform.console.tasks.TreePrintingListener.executionFinished,1,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.TreePrintingListener.executionSkipped,2,,,,,,,1,3
Lambda Method,org.junit.platform.console.tasks.TreePrintingListener.executionSkipped.(lambda_expr_1),1,,,,,,,1,1
Public Method,org.junit.platform.console.tasks.TreePrintingListener.executionStarted,2,,,,,,,1,3
Lambda Method,org.junit.platform.console.tasks.TreePrintingListener.executionStarted.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.platform.console.tasks.TreePrintingListener.getNode,1,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.TreePrintingListener.reportingEntryPublished,1,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.TreePrintingListener.testPlanExecutionFinished,1,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.TreePrintingListener.testPlanExecutionStarted,1,,,,,,,1,3
Class,org.junit.platform.console.tasks.VerboseTreeListenerTests,7,1,1,0,0,9,7,,54
Method,org.junit.platform.console.tasks.VerboseTreeListenerTests.executionFinishedWithFailure,1,,,,,,,1,9
Method,org.junit.platform.console.tasks.VerboseTreeListenerTests.executionSkipped,1,,,,,,,1,13
Method,org.junit.platform.console.tasks.VerboseTreeListenerTests.failureMessageWithFormatSpecifier,1,,,,,,,1,9
Private Method,org.junit.platform.console.tasks.VerboseTreeListenerTests.lines,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.VerboseTreeListenerTests.listener,1,,,,,,,1,3
Private Static Method,org.junit.platform.console.tasks.VerboseTreeListenerTests.newTestIdentifier,1,,,,,,,1,4
Method,org.junit.platform.console.tasks.VerboseTreeListenerTests.reportingEntryPublished,1,,,,,,,1,6
Class,org.junit.platform.console.tasks.VerboseTreePrintingListener,24,1,1,75,0,8,14,,127
Constructor,org.junit.platform.console.tasks.VerboseTreePrintingListener.VerboseTreePrintingListener,2,,,,,,,1,14
Public Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.dynamicTestRegistered,1,,,,,,,1,5
Public Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.executionFinished,3,,,,,,,1,13
Lambda Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.executionFinished.(lambda_expr_1),1,,,,,,,1,1
Public Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.executionSkipped,1,,,,,,,1,7
Public Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.executionStarted,3,,,,,,,1,15
Private Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.printDetail,5,,,,,,,1,22
Private Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.printDetails,2,,,,,,,1,6
Lambda Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.printDetails.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.printVerticals,1,,,,,,,1,4
Private Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.printf,1,,,,,,,1,4
Public Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.reportingEntryPublished,1,,,,,,,1,3
Public Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.testPlanExecutionFinished,1,,,,,,,1,6
Public Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.testPlanExecutionStarted,1,,,,,,,1,7
Private Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.verticals,1,,,,,,,1,3
Private Method,org.junit.platform.console.tasks.VerboseTreePrintingListener.verticals,1,,,,,,,1,3
Package,org.junit.platform.engine,237,1,,,,,192,,1253
Generic Class,org.junit.platform.engine.CompositeFilter,7,1,1,19,0,2,5,,45
Anonymous Class,org.junit.platform.engine.CompositeFilter.(Anon_1),3,1,1,0,0,2,2,,9
Public Method,org.junit.platform.engine.CompositeFilter.(Anon_1).apply,1,,,,,,,1,3
Public Method,org.junit.platform.engine.CompositeFilter.(Anon_1).toPredicate,2,,,,,,,1,3
Lambda Method,org.junit.platform.engine.CompositeFilter.(Anon_1).toPredicate.(lambda_expr_1),1,,,,,,,1,1
Constructor,org.junit.platform.engine.CompositeFilter.CompositeFilter,1,,,,,,,1,3
TypeVariable,org.junit.platform.engine.CompositeFilter.T,0,0,1,0,0,0,0,,0
Static Generic Method,org.junit.platform.engine.CompositeFilter.alwaysIncluded,1,,,,,,,1,3
TypeVariable,org.junit.platform.engine.CompositeFilter.alwaysIncluded.T,0,0,1,0,0,0,0,,0
Public Method,org.junit.platform.engine.CompositeFilter.apply,2,,,,,,,1,7
Lambda Method,org.junit.platform.engine.CompositeFilter.apply.(lambda_expr_1),1,,,,,,,1,1
Public Method,org.junit.platform.engine.CompositeFilter.toPredicate,1,,,,,,,1,6
Public Method,org.junit.platform.engine.CompositeFilter.toString,2,,,,,,,1,6
Lambda Method,org.junit.platform.engine.CompositeFilter.toString.(lambda_expr_1),1,,,,,,,1,1
Public Interface,org.junit.platform.engine.ConfigurationParameters,3,1,0,100,5,2,5,,24
Abstract Method,org.junit.platform.engine.ConfigurationParameters.get,0,,,,,,,0,1
Generic Method,org.junit.platform.engine.ConfigurationParameters.get,3,,,,,,,1,13
Lambda Method,org.junit.platform.engine.ConfigurationParameters.get.(lambda_expr_1),2,,,,,,,1,10
TypeVariable,org.junit.platform.engine.ConfigurationParameters.get.T,0,0,1,0,0,0,0,,0
Abstract Method,org.junit.platform.engine.ConfigurationParameters.getBoolean,0,,,,,,,0,1
Abstract Method,org.junit.platform.engine.ConfigurationParameters.keySet,0,,,,,,,0,1
Abstract Method,org.junit.platform.engine.ConfigurationParameters.size,0,,,,,,,0,1
Public Generic Interface,org.junit.platform.engine.DiscoveryFilter,0,0,1,0,5,0,0,,2
TypeVariable,org.junit.platform.engine.DiscoveryFilter.T,0,0,1,0,0,0,0,,0
Public Interface,org.junit.platform.engine.DiscoverySelector,0,0,0,0,15,0,0,,2
Public Interface,org.junit.platform.engine.EngineDiscoveryListener,1,1,0,100,2,3,1,,6
Anonymous Class,org.junit.platform.engine.EngineDiscoveryListener.(Anon_1),0,0,1,0,0,0,0,,1
Method,org.junit.platform.engine.EngineDiscoveryListener.selectorProcessed,1,,,,,,,1,2
Public Interface,org.junit.platform.engine.EngineDiscoveryRequest,1,1,0,0,1,2,4,,9
Abstract Method,org.junit.platform.engine.EngineDiscoveryRequest.getConfigurationParameters,0,,,,,,,0,1
Method,org.junit.platform.engine.EngineDiscoveryRequest.getDiscoveryListener,1,,,,,,,1,3
Abstract Generic Method,org.junit.platform.engine.EngineDiscoveryRequest.getFiltersByType,0,,,,,,,0,1
TypeVariable,org.junit.platform.engine.EngineDiscoveryRequest.getFiltersByType.T,0,0,1,0,0,0,0,,0
Abstract Generic Method,org.junit.platform.engine.EngineDiscoveryRequest.getSelectorsByType,0,,,,,,,0,1
TypeVariable,org.junit.platform.engine.EngineDiscoveryRequest.getSelectorsByType.T,0,0,1,0,0,0,0,,0
Public Interface,org.junit.platform.engine.EngineExecutionListener,5,1,0,100,9,3,5,,14
Anonymous Class,org.junit.platform.engine.EngineExecutionListener.(Anon_1),0,0,1,0,0,0,0,,1
Method,org.junit.platform.engine.EngineExecutionListener.dynamicTestRegistered,1,,,,,,,1,2
Method,org.junit.platform.engine.EngineExecutionListener.executionFinished,1,,,,,,,1,2
Method,org.junit.platform.engine.EngineExecutionListener.executionSkipped,1,,,,,,,1,2
Method,org.junit.platform.engine.EngineExecutionListener.executionStarted,1,,,,,,,1,2
Method,org.junit.platform.engine.EngineExecutionListener.reportingEntryPublished,1,,,,,,,1,2
Public Class,org.junit.platform.engine.ExecutionRequest,5,1,1,60,0,3,5,,26
Public Constructor,org.junit.platform.engine.ExecutionRequest.ExecutionRequest,1,,,,,,,1,6
Public Static Method,org.junit.platform.engine.ExecutionRequest.create,1,,,,,,,1,4
Public Method,org.junit.platform.engine.ExecutionRequest.getConfigurationParameters,1,,,,,,,1,3
Public Method,org.junit.platform.engine.ExecutionRequest.getEngineExecutionListener,1,,,,,,,1,3
Public Method,org.junit.platform.engine.ExecutionRequest.getRootTestDescriptor,1,,,,,,,1,3
Public Generic Interface,org.junit.platform.engine.Filter,10,2,0,0,6,4,5,,32
TypeVariable,org.junit.platform.engine.Filter.T,0,0,1,0,0,0,0,,0
Static Generic Method,org.junit.platform.engine.Filter.adaptFilter,2,,,,,,,1,3
Lambda Method,org.junit.platform.engine.Filter.adaptFilter.(lambda_expr_1),1,,,,,,,1,1
TypeVariable,org.junit.platform.engine.Filter.adaptFilter.T,0,0,1,0,0,0,0,,0
TypeVariable,org.junit.platform.engine.Filter.adaptFilter.V,0,0,1,0,0,0,0,,0
Abstract Method,org.junit.platform.engine.Filter.apply,0,,,,,,,0,1
Static Generic Method,org.junit.platform.engine.Filter.composeFilters,3,,,,,,,3,11
Static Generic Method,org.junit.platform.engine.Filter.composeFilters,3,,,,,,,3,10
TypeVariable,org.junit.platform.engine.Filter.composeFilters.T,0,0,1,0,0,0,0,,0
TypeVariable,org.junit.platform.engine.Filter.composeFilters.T,0,0,1,0,0,0,0,,0
Method,org.junit.platform.engine.Filter.toPredicate,2,,,,,,,1,3
Lambda Method,org.junit.platform.engine.Filter.toPredicate.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.platform.engine.FilterCompositionTests,8,1,1,0,0,6,4,,34
Method,org.junit.platform.engine.FilterCompositionTests.aFilterComposedOfMultipleFiltersHasReadableDescription,5,,,,,,,1,7
Lambda Method,org.junit.platform.engine.FilterCompositionTests.aFilterComposedOfMultipleFiltersHasReadableDescription.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.engine.FilterCompositionTests.aFilterComposedOfMultipleFiltersHasReadableDescription.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.engine.FilterCompositionTests.aFilterComposedOfMultipleFiltersHasReadableDescription.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.platform.engine.FilterCompositionTests.aFilterComposedOfMultipleFiltersHasReadableDescription.(lambda_expr_4),1,,,,,,,1,1
Method,org.junit.platform.engine.FilterCompositionTests.composingMultipleFiltersIsAConjunctionOfFilters,1,,,,,,,1,9
Method,org.junit.platform.engine.FilterCompositionTests.composingNoFiltersCreatesFilterThatIncludesEverything,1,,,,,,,1,7
Method,org.junit.platform.engine.FilterCompositionTests.composingSingleFilterWillReturnTheOriginalOne,1,,,,,,,1,5
Public Class,org.junit.platform.engine.FilterResult,12,1,1,66,0,1,9,,37
Private Constructor,org.junit.platform.engine.FilterResult.FilterResult,1,,,,,,,1,4
Public Static Method,org.junit.platform.engine.FilterResult.excluded,1,,,,,,,1,3
Public Method,org.junit.platform.engine.FilterResult.excluded,1,,,,,,,1,3
Public Method,org.junit.platform.engine.FilterResult.getReason,1,,,,,,,1,3
Public Method,org.junit.platform.engine.FilterResult.included,1,,,,,,,1,3
Public Static Method,org.junit.platform.engine.FilterResult.included,1,,,,,,,1,3
Public Static Method,org.junit.platform.engine.FilterResult.includedIf,3,,,,,,,1,3
Public Static Method,org.junit.platform.engine.FilterResult.includedIf,2,,,,,,,1,4
Lambda Method,org.junit.platform.engine.FilterResult.includedIf.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.engine.FilterResult.includedIf.(lambda_expr_2),1,,,,,,,1,1
Public Method,org.junit.platform.engine.FilterResult.toString,1,,,,,,,1,6
Public Class,org.junit.platform.engine.SelectorResolutionResult,7,1,1,57,0,2,7,,38
Private Constructor,org.junit.platform.engine.SelectorResolutionResult.SelectorResolutionResult,1,,,,,,,1,4
Public Enum Type,org.junit.platform.engine.SelectorResolutionResult.Status,2,1,1,,0,0,2,,5
Public Method,org.junit.platform.engine.SelectorResolutionResult.Status.valueOf,1,,,,,,,1,0
Public Method,org.junit.platform.engine.SelectorResolutionResult.Status.values,1,,,,,,,1,0
Public Static Method,org.junit.platform.engine.SelectorResolutionResult.failed,1,,,,,,,1,3
Public Method,org.junit.platform.engine.SelectorResolutionResult.getStatus,1,,,,,,,1,3
Public Method,org.junit.platform.engine.SelectorResolutionResult.getThrowable,1,,,,,,,1,3
Public Static Method,org.junit.platform.engine.SelectorResolutionResult.resolved,1,,,,,,,1,3
Public Method,org.junit.platform.engine.SelectorResolutionResult.toString,1,,,,,,,1,6
Public Static Method,org.junit.platform.engine.SelectorResolutionResult.unresolved,1,,,,,,,1,3
Public Interface,org.junit.platform.engine.TestDescriptor,12,1,0,0,16,4,21,,67
Enum Type,org.junit.platform.engine.TestDescriptor.Type,4,1,1,,0,0,4,,11
Public Method,org.junit.platform.engine.TestDescriptor.Type.isContainer,1,,,,,,,1,3
Public Method,org.junit.platform.engine.TestDescriptor.Type.isTest,1,,,,,,,1,3
Public Method,org.junit.platform.engine.TestDescriptor.Type.valueOf,1,,,,,,,1,0
Public Method,org.junit.platform.engine.TestDescriptor.Type.values,1,,,,,,,1,0
Interface,org.junit.platform.engine.TestDescriptor.Visitor,0,0,0,0,1,1,1,,3
Abstract Method,org.junit.platform.engine.TestDescriptor.Visitor.visit,0,,,,,,,0,1
Method,org.junit.platform.engine.TestDescriptor.accept,2,,,,,,,1,5
Lambda Method,org.junit.platform.engine.TestDescriptor.accept.(lambda_expr_1),1,,,,,,,1,1
Abstract Method,org.junit.platform.engine.TestDescriptor.addChild,0,,,,,,,0,1
Static Method,org.junit.platform.engine.TestDescriptor.containsTests,1,,,,,,,1,5
Abstract Method,org.junit.platform.engine.TestDescriptor.findByUniqueId,0,,,,,,,0,1
